home_team_name;home_team_label;away_team_name;away_team_label;home_conf_cont;home_conf_cont_label;away_conf_cont;away_conf_cont_label
espanha;24;marrocos;36;"17    uefa
Name: conf_cont, dtype: object";36;"24    caf
Name: conf_cont, dtype: object";36
ira;32;portugal;45;"27    afc
Name: conf_cont, dtype: object";45;"10    uefa
Name: conf_cont, dtype: object";45
australia;6;peru;43;"31    afc
Name: conf_cont, dtype: object";43;"4    conmebol
Name: conf_cont, dtype: object";43
dinamarca;19;franca;26;"15    uefa
Name: conf_cont, dtype: object";26;"8    uefa
Name: conf_cont, dtype: object";26
islandia;33;croacia;18;"19    uefa
Name: conf_cont, dtype: object";18;"20    uefa
Name: conf_cont, dtype: object";18
nigeria;38;argentina;5;"23    caf
Name: conf_cont, dtype: object";5;"2    conmebol
Name: conf_cont, dtype: object";5
coreia_do_sul;15;alemanha;1;"28    afc
Name: conf_cont, dtype: object";1;"12    uefa
Name: conf_cont, dtype: object";1
mexico;37;suecia;51;"5    concacaf
Name: conf_cont, dtype: object";51;"9    uefa
Name: conf_cont, dtype: object";51
servia;50;brasil;9;"13    uefa
Name: conf_cont, dtype: object";9;"0    conmebol
Name: conf_cont, dtype: object";9
suica;52;costa_rica;17;"11    uefa
Name: conf_cont, dtype: object";17;"6    concacaf
Name: conf_cont, dtype: object";17
japao;35;polonia;44;"29    afc
Name: conf_cont, dtype: object";44;"14    uefa
Name: conf_cont, dtype: object";44
senegal;49;colombia;13;"25    caf
Name: conf_cont, dtype: object";13;"3    conmebol
Name: conf_cont, dtype: object";13
inglaterra;31;belgica;7;"16    uefa
Name: conf_cont, dtype: object";7;"18    uefa
Name: conf_cont, dtype: object";7
panama;41;tunisia;55;"7    concacaf
Name: conf_cont, dtype: object";55;"22    caf
Name: conf_cont, dtype: object";55
franca;26;argentina;5;"8    uefa
Name: conf_cont, dtype: object";5;"2    conmebol
Name: conf_cont, dtype: object";5
uruguai;57;portugal;45;"1    conmebol
Name: conf_cont, dtype: object";45;"10    uefa
Name: conf_cont, dtype: object";45
espanha;24;russia;48;"17    uefa
Name: conf_cont, dtype: object";48;"21    uefa
Name: conf_cont, dtype: object";48
croacia;18;dinamarca;19;"20    uefa
Name: conf_cont, dtype: object";19;"15    uefa
Name: conf_cont, dtype: object";19
brasil;9;mexico;37;"0    conmebol
Name: conf_cont, dtype: object";37;"5    concacaf
Name: conf_cont, dtype: object";37
belgica;7;japao;35;"18    uefa
Name: conf_cont, dtype: object";35;"29    afc
Name: conf_cont, dtype: object";35
suecia;51;suica;52;"9    uefa
Name: conf_cont, dtype: object";52;"11    uefa
Name: conf_cont, dtype: object";52
colombia;13;inglaterra;31;"3    conmebol
Name: conf_cont, dtype: object";31;"16    uefa
Name: conf_cont, dtype: object";31
uruguai;57;franca;26;"1    conmebol
Name: conf_cont, dtype: object";26;"8    uefa
Name: conf_cont, dtype: object";26
brasil;9;belgica;7;"0    conmebol
Name: conf_cont, dtype: object";7;"18    uefa
Name: conf_cont, dtype: object";7
suecia;51;inglaterra;31;"9    uefa
Name: conf_cont, dtype: object";31;"16    uefa
Name: conf_cont, dtype: object";31
russia;48;croacia;18;"21    uefa
Name: conf_cont, dtype: object";18;"20    uefa
Name: conf_cont, dtype: object";18
franca;26;belgica;7;"8    uefa
Name: conf_cont, dtype: object";7;"18    uefa
Name: conf_cont, dtype: object";7
croacia;18;inglaterra;31;"20    uefa
Name: conf_cont, dtype: object";31;"16    uefa
Name: conf_cont, dtype: object";31
belgica;7;inglaterra;31;"18    uefa
Name: conf_cont, dtype: object";31;"16    uefa
Name: conf_cont, dtype: object";31
franca;26;croacia;18;"8    uefa
Name: conf_cont, dtype: object";18;"20    uefa
Name: conf_cont, dtype: object";18
qatar;46;equador;21;"31    afc
Name: conf_cont, dtype: object";21;"3    conmebol
Name: conf_cont, dtype: object";21
inglaterra;31;ira;32;"18    uefa
Name: conf_cont, dtype: object";32;"26    afc
Name: conf_cont, dtype: object";32
senegal;49;holanda;29;"24    caf
Name: conf_cont, dtype: object";29;"16    uefa
Name: conf_cont, dtype: object";29
estados_unidos;25;pais_de_gales;40;"6    concacaf
Name: conf_cont, dtype: object";40;"14    uefa
Name: conf_cont, dtype: object";40
argentina;5;arabia_saudita;3;"1    conmebol
Name: conf_cont, dtype: object";3;"28    afc
Name: conf_cont, dtype: object";3
dinamarca;19;tunisia;55;"15    uefa
Name: conf_cont, dtype: object";55;"21    caf
Name: conf_cont, dtype: object";55
mexico;37;polonia;44;"5    concacaf
Name: conf_cont, dtype: object";44;"19    uefa
Name: conf_cont, dtype: object";44
franca;26;australia;6;"12    uefa
Name: conf_cont, dtype: object";6;"30    afc
Name: conf_cont, dtype: object";6
marrocos;36;croacia;18;"25    caf
Name: conf_cont, dtype: object";18;"17    uefa
Name: conf_cont, dtype: object";18
alemanha;1;japao;35;"20    uefa
Name: conf_cont, dtype: object";35;"29    afc
Name: conf_cont, dtype: object";35
espanha;24;costa_rica;17;"10    uefa
Name: conf_cont, dtype: object";17;"7    concacaf
Name: conf_cont, dtype: object";17
belgica;7;canada;11;"13    uefa
Name: conf_cont, dtype: object";11;"4    concacaf
Name: conf_cont, dtype: object";11
suica;52;camaroes;10;"11    uefa
Name: conf_cont, dtype: object";10;"22    caf
Name: conf_cont, dtype: object";10
uruguai;57;coreia_do_sul;15;"2    conmebol
Name: conf_cont, dtype: object";15;"27    afc
Name: conf_cont, dtype: object";15
portugal;45;gana;27;"9    uefa
Name: conf_cont, dtype: object";27;"23    caf
Name: conf_cont, dtype: object";27
brasil;9;servia;50;"0    conmebol
Name: conf_cont, dtype: object";50;"8    uefa
Name: conf_cont, dtype: object";50
pais_de_gales;40;ira;32;"14    uefa
Name: conf_cont, dtype: object";32;"26    afc
Name: conf_cont, dtype: object";32
qatar;46;senegal;49;"31    afc
Name: conf_cont, dtype: object";49;"24    caf
Name: conf_cont, dtype: object";49
holanda;29;equador;21;"16    uefa
Name: conf_cont, dtype: object";21;"3    conmebol
Name: conf_cont, dtype: object";21
inglaterra;31;estados_unidos;25;"18    uefa
Name: conf_cont, dtype: object";25;"6    concacaf
Name: conf_cont, dtype: object";25
tunisia;55;australia;6;"21    caf
Name: conf_cont, dtype: object";6;"30    afc
Name: conf_cont, dtype: object";6
polonia;44;arabia_saudita;3;"19    uefa
Name: conf_cont, dtype: object";3;"28    afc
Name: conf_cont, dtype: object";3
franca;26;dinamarca;19;"12    uefa
Name: conf_cont, dtype: object";19;"15    uefa
Name: conf_cont, dtype: object";19
argentina;5;mexico;37;"1    conmebol
Name: conf_cont, dtype: object";37;"5    concacaf
Name: conf_cont, dtype: object";37
japao;35;costa_rica;17;"29    afc
Name: conf_cont, dtype: object";17;"7    concacaf
Name: conf_cont, dtype: object";17
belgica;7;marrocos;36;"13    uefa
Name: conf_cont, dtype: object";36;"25    caf
Name: conf_cont, dtype: object";36
croacia;18;canada;11;"17    uefa
Name: conf_cont, dtype: object";11;"4    concacaf
Name: conf_cont, dtype: object";11
espanha;24;alemanha;1;"10    uefa
Name: conf_cont, dtype: object";1;"20    uefa
Name: conf_cont, dtype: object";1
camaroes;10;servia;50;"22    caf
Name: conf_cont, dtype: object";50;"8    uefa
Name: conf_cont, dtype: object";50
coreia_do_sul;15;gana;27;"27    afc
Name: conf_cont, dtype: object";27;"23    caf
Name: conf_cont, dtype: object";27
brasil;9;suica;52;"0    conmebol
Name: conf_cont, dtype: object";52;"11    uefa
Name: conf_cont, dtype: object";52
portugal;45;uruguai;57;"9    uefa
Name: conf_cont, dtype: object";57;"2    conmebol
Name: conf_cont, dtype: object";57
equador;21;senegal;49;"3    conmebol
Name: conf_cont, dtype: object";49;"24    caf
Name: conf_cont, dtype: object";49
holanda;29;qatar;46;"16    uefa
Name: conf_cont, dtype: object";46;"31    afc
Name: conf_cont, dtype: object";46
ira;32;estados_unidos;25;"26    afc
Name: conf_cont, dtype: object";25;"6    concacaf
Name: conf_cont, dtype: object";25
pais_de_gales;40;inglaterra;31;"14    uefa
Name: conf_cont, dtype: object";31;"18    uefa
Name: conf_cont, dtype: object";31
tunisia;55;franca;26;"21    caf
Name: conf_cont, dtype: object";26;"12    uefa
Name: conf_cont, dtype: object";26
australia;6;dinamarca;19;"30    afc
Name: conf_cont, dtype: object";19;"15    uefa
Name: conf_cont, dtype: object";19
polonia;44;argentina;5;"19    uefa
Name: conf_cont, dtype: object";5;"1    conmebol
Name: conf_cont, dtype: object";5
arabia_saudita;3;mexico;37;"28    afc
Name: conf_cont, dtype: object";37;"5    concacaf
Name: conf_cont, dtype: object";37
croacia;18;belgica;7;"17    uefa
Name: conf_cont, dtype: object";7;"13    uefa
Name: conf_cont, dtype: object";7
canada;11;marrocos;36;"4    concacaf
Name: conf_cont, dtype: object";36;"25    caf
Name: conf_cont, dtype: object";36
japao;35;espanha;24;"29    afc
Name: conf_cont, dtype: object";24;"10    uefa
Name: conf_cont, dtype: object";24
costa_rica;17;alemanha;1;"7    concacaf
Name: conf_cont, dtype: object";1;"20    uefa
Name: conf_cont, dtype: object";1
coreia_do_sul;15;portugal;45;"27    afc
Name: conf_cont, dtype: object";45;"9    uefa
Name: conf_cont, dtype: object";45
gana;27;uruguai;57;"23    caf
Name: conf_cont, dtype: object";57;"2    conmebol
Name: conf_cont, dtype: object";57
servia;50;suica;52;"8    uefa
Name: conf_cont, dtype: object";52;"11    uefa
Name: conf_cont, dtype: object";52
camaroes;10;brasil;9;"22    caf
Name: conf_cont, dtype: object";9;"0    conmebol
Name: conf_cont, dtype: object";9
