idade;selecao;score;funcao
18;paraguai;71.0;defesa
27;paraguai;69.5;defesa
33;paraguai;67.5;defesa
25;paraguai;67.0;defesa
23;paraguai;67.5;defesa
22;paraguai;76.5;defesa
24;paraguai;63.0;defesa
23;paraguai;63.5;ataque
22;costa_rica;77.0;ataque
27;costa_rica;69.0;ataque
26;costa_rica;73.0;defesa
23;costa_rica;67.5;defesa
21;costa_rica;64.0;ataque
29;costa_rica;67.5;defesa
24;costa_rica;67.5;ataque
27;costa_rica;64.0;defesa
28;costa_rica;62.5;ataque
28;costa_rica;62.0;defesa
28;costa_rica;62.5;ataque
19;costa_rica;59.5;ataque
21;costa_rica;58.0;ataque
27;mexico;87.0;defesa
25;mexico;81.5;ataque
29;mexico;80.5;defesa
32;mexico;82.5;defesa
33;mexico;79.5;ataque
30;mexico;82.0;ataque
33;mexico;82.5;defesa
26;mexico;83.0;defesa
30;mexico;79.0;ataque
21;mexico;84.0;defesa
26;mexico;79.5;defesa
26;mexico;77.5;ataque
27;mexico;76.0;defesa
23;mexico;78.5;ataque
27;mexico;78.5;ataque
26;mexico;77.5;ataque
26;mexico;77.5;ataque
33;mexico;79.5;ataque
31;mexico;76.5;ataque
26;mexico;76.5;defesa
26;mexico;78.0;ataque
19;mexico;82.0;ataque
25;mexico;76.0;ataque
29;mexico;77.0;defesa
25;mexico;78.5;defesa
26;mexico;76.0;defesa
26;mexico;75.5;defesa
26;mexico;76.0;ataque
30;mexico;75.0;defesa
25;mexico;75.5;defesa
28;mexico;76.0;defesa
25;mexico;75.5;ataque
23;mexico;74.5;defesa
24;mexico;75.5;defesa
26;mexico;75.0;ataque
28;mexico;75.0;defesa
30;mexico;75.0;ataque
25;mexico;75.5;defesa
28;mexico;73.5;ataque
27;mexico;73.0;defesa
27;mexico;73.5;defesa
27;mexico;75.0;ataque
33;mexico;76.0;defesa
26;mexico;74.0;defesa
36;mexico;74.5;defesa
27;mexico;74.0;defesa
28;mexico;75.5;ataque
30;mexico;73.0;defesa
28;mexico;71.5;ataque
32;mexico;73.5;ataque
31;mexico;77.5;defesa
23;mexico;73.0;ataque
21;mexico;75.0;ataque
23;mexico;71.5;defesa
28;mexico;73.5;defesa
24;mexico;72.0;defesa
32;mexico;74.5;ataque
25;mexico;72.0;ataque
37;mexico;71.0;defesa
23;mexico;74.5;ataque
30;trindade_e_tobago;72.0;defesa
22;trindade_e_tobago;73.5;ataque
37;trindade_e_tobago;71.5;defesa
29;trindade_e_tobago;70.0;ataque
38;trindade_e_tobago;69.0;defesa
29;trindade_e_tobago;64.5;defesa
27;trindade_e_tobago;69.0;ataque
25;trindade_e_tobago;68.5;ataque
31;trindade_e_tobago;66.5;defesa
25;trindade_e_tobago;64.5;ataque
35;trindade_e_tobago;66.5;defesa
24;trindade_e_tobago;61.5;ataque
21;trindade_e_tobago;66.5;ataque
32;trindade_e_tobago;66.5;defesa
34;trindade_e_tobago;62.0;defesa
30;trindade_e_tobago;55.5;defesa
28;trindade_e_tobago;55.0;ataque
25;trindade_e_tobago;56.5;ataque
21;trindade_e_tobago;56.5;ataque
22;trindade_e_tobago;53.5;ataque
36;estados_unidos;85.5;defesa
24;estados_unidos;82.5;ataque
35;estados_unidos;82.0;defesa
33;estados_unidos;79.5;ataque
27;estados_unidos;80.5;defesa
24;estados_unidos;80.5;defesa
34;estados_unidos;78.5;ataque
24;estados_unidos;79.5;defesa
23;estados_unidos;80.5;ataque
32;estados_unidos;77.0;ataque
34;estados_unidos;78.0;defesa
27;estados_unidos;76.0;ataque
26;estados_unidos;77.5;ataque
27;estados_unidos;76.5;defesa
31;estados_unidos;76.0;defesa
30;estados_unidos;76.0;defesa
26;estados_unidos;74.0;defesa
32;estados_unidos;74.5;ataque
29;estados_unidos;75.0;defesa
30;estados_unidos;74.5;ataque
32;estados_unidos;74.5;defesa
23;estados_unidos;77.5;defesa
28;estados_unidos;74.5;ataque
24;estados_unidos;72.0;ataque
21;estados_unidos;75.0;ataque
22;estados_unidos;78.0;ataque
32;estados_unidos;73.5;defesa
33;estados_unidos;72.5;defesa
31;estados_unidos;71.5;defesa
32;estados_unidos;74.5;ataque
26;estados_unidos;73.0;ataque
24;estados_unidos;73.5;ataque
28;estados_unidos;73.0;ataque
17;estados_unidos;78.0;defesa
25;estados_unidos;71.5;ataque
25;estados_unidos;71.5;ataque
27;estados_unidos;71.5;defesa
34;estados_unidos;72.5;defesa
29;estados_unidos;71.5;defesa
26;estados_unidos;71.0;defesa
23;estados_unidos;72.0;defesa
23;estados_unidos;73.0;ataque
25;estados_unidos;69.0;defesa
29;estados_unidos;72.5;ataque
24;estados_unidos;70.5;ataque
26;estados_unidos;68.0;defesa
32;estados_unidos;69.0;defesa
36;estados_unidos;71.5;ataque
22;estados_unidos;70.0;defesa
21;estados_unidos;74.0;ataque
24;estados_unidos;69.0;ataque
30;estados_unidos;68.5;ataque
22;estados_unidos;73.0;defesa
32;estados_unidos;69.0;ataque
28;estados_unidos;67.0;ataque
27;estados_unidos;70.5;ataque
29;estados_unidos;68.0;ataque
33;estados_unidos;68.0;ataque
32;estados_unidos;67.5;defesa
25;estados_unidos;65.5;defesa
29;angola;75.5;ataque
31;angola;76.0;defesa
24;angola;75.5;ataque
22;angola;76.5;ataque
28;angola;72.0;defesa
33;angola;72.5;defesa
28;angola;75.0;ataque
26;angola;68.5;ataque
26;angola;65.0;ataque
20;angola;68.0;ataque
28;angola;64.5;defesa
33;angola;71.5;defesa
21;angola;65.0;ataque
27;angola;60.0;ataque
27;angola;61.0;defesa
21;costa_do_marfim;88.5;ataque
25;costa_do_marfim;85.0;defesa
28;costa_do_marfim;86.0;ataque
28;costa_do_marfim;83.5;defesa
25;costa_do_marfim;81.0;ataque
22;costa_do_marfim;85.0;defesa
25;costa_do_marfim;79.5;defesa
25;costa_do_marfim;81.5;ataque
23;costa_do_marfim;80.0;defesa
25;costa_do_marfim;80.5;ataque
24;costa_do_marfim;83.5;ataque
30;costa_do_marfim;77.5;defesa
25;costa_do_marfim;78.0;defesa
23;costa_do_marfim;77.0;ataque
23;costa_do_marfim;82.5;defesa
23;costa_do_marfim;76.5;ataque
25;costa_do_marfim;77.5;defesa
23;costa_do_marfim;81.0;defesa
22;costa_do_marfim;77.0;ataque
31;costa_do_marfim;73.0;defesa
26;costa_do_marfim;74.0;ataque
27;costa_do_marfim;73.5;defesa
26;costa_do_marfim;72.0;ataque
24;costa_do_marfim;76.0;ataque
22;costa_do_marfim;71.5;defesa
23;costa_do_marfim;71.5;ataque
28;costa_do_marfim;70.5;defesa
27;costa_do_marfim;68.0;defesa
24;costa_do_marfim;72.0;defesa
24;costa_do_marfim;66.5;defesa
25;costa_do_marfim;66.0;defesa
25;costa_do_marfim;69.5;defesa
22;costa_do_marfim;68.0;defesa
19;costa_do_marfim;67.0;ataque
28;costa_do_marfim;65.5;ataque
23;costa_do_marfim;67.0;ataque
26;costa_do_marfim;66.0;defesa
26;costa_do_marfim;65.5;defesa
23;costa_do_marfim;64.0;ataque
21;costa_do_marfim;65.5;ataque
25;costa_do_marfim;62.5;defesa
22;costa_do_marfim;64.0;defesa
22;costa_do_marfim;65.0;ataque
22;costa_do_marfim;64.0;ataque
20;costa_do_marfim;66.0;defesa
21;costa_do_marfim;62.0;ataque
22;costa_do_marfim;65.0;ataque
29;costa_do_marfim;64.5;ataque
20;costa_do_marfim;63.0;defesa
22;costa_do_marfim;61.5;ataque
25;costa_do_marfim;62.5;ataque
23;costa_do_marfim;62.5;ataque
22;costa_do_marfim;62.5;ataque
20;costa_do_marfim;60.5;ataque
20;costa_do_marfim;68.0;ataque
20;costa_do_marfim;58.5;defesa
25;costa_do_marfim;57.0;ataque
25;costa_do_marfim;56.5;ataque
23;costa_do_marfim;47.0;ataque
24;costa_do_marfim;55.0;defesa
23;gana;88.5;ataque
25;gana;82.5;ataque
29;gana;79.5;defesa
28;gana;84.0;defesa
20;gana;77.0;ataque
22;gana;77.5;ataque
24;gana;76.0;defesa
25;gana;75.0;ataque
24;gana;77.5;ataque
26;gana;74.5;defesa
27;gana;72.0;defesa
25;gana;70.5;ataque
20;gana;74.0;ataque
29;gana;73.0;ataque
24;gana;71.0;ataque
30;gana;72.5;defesa
31;gana;74.5;defesa
29;gana;71.0;ataque
33;gana;69.0;defesa
24;gana;72.0;defesa
26;gana;68.0;ataque
29;gana;71.0;ataque
21;gana;70.0;defesa
22;gana;68.5;ataque
23;gana;66.5;ataque
23;gana;66.5;defesa
28;gana;67.0;defesa
30;gana;68.5;defesa
32;gana;65.5;ataque
27;gana;66.5;defesa
25;gana;62.0;ataque
21;gana;64.0;ataque
24;gana;65.5;ataque
24;gana;70.0;defesa
21;gana;61.0;ataque
25;gana;63.5;ataque
23;gana;59.0;defesa
29;gana;61.0;ataque
21;gana;63.0;ataque
27;gana;63.0;ataque
25;gana;58.5;ataque
21;gana;56.0;ataque
21;gana;55.0;ataque
32;gana;60.0;defesa
21;gana;58.0;ataque
25;gana;59.5;ataque
22;togo;82.5;ataque
33;togo;73.5;ataque
27;togo;72.0;ataque
26;togo;72.5;ataque
28;togo;71.5;defesa
26;togo;67.0;defesa
18;togo;68.5;defesa
26;togo;63.5;ataque
27;togo;63.5;defesa
25;togo;57.5;defesa
29;tunisia;80.5;ataque
31;tunisia;78.5;ataque
30;tunisia;76.0;defesa
28;tunisia;78.0;ataque
27;tunisia;77.0;ataque
27;tunisia;73.5;ataque
23;tunisia;72.0;defesa
24;tunisia;71.5;defesa
22;tunisia;73.5;defesa
29;tunisia;71.5;defesa
29;tunisia;76.5;ataque
22;tunisia;71.5;ataque
29;tunisia;70.0;defesa
27;tunisia;68.5;ataque
30;tunisia;67.5;defesa
40;tunisia;68.0;defesa
33;tunisia;67.5;defesa
22;tunisia;69.5;ataque
24;tunisia;68.5;ataque
22;tunisia;66.5;defesa
20;tunisia;67.0;ataque
24;tunisia;61.5;defesa
30;tunisia;62.0;ataque
25;tunisia;67.5;ataque
19;tunisia;61.5;defesa
23;tunisia;67.0;ataque
19;tunisia;61.0;ataque
28;tunisia;58.0;defesa
32;tunisia;55.5;defesa
28;tunisia;57.0;ataque
23;tunisia;54.0;defesa
29;ira;81.5;ataque
27;ira;80.5;defesa
30;ira;77.0;ataque
25;ira;73.5;ataque
27;ira;69.0;ataque
23;ira;66.0;ataque
28;japao;82.0;defesa
27;japao;78.0;ataque
25;japao;79.0;defesa
27;japao;76.5;ataque
26;japao;75.0;defesa
18;japao;70.0;ataque
20;japao;65.0;ataque
26;japao;67.5;ataque
27;coreia_do_sul;81.5;ataque
29;coreia_do_sul;82.0;defesa
25;coreia_do_sul;80.5;ataque
21;coreia_do_sul;80.5;ataque
27;coreia_do_sul;81.0;ataque
25;coreia_do_sul;83.5;defesa
29;coreia_do_sul;79.5;defesa
25;coreia_do_sul;77.5;ataque
30;coreia_do_sul;77.0;defesa
29;coreia_do_sul;77.5;defesa
35;coreia_do_sul;77.0;defesa
32;coreia_do_sul;78.0;defesa
25;coreia_do_sul;76.0;defesa
26;coreia_do_sul;77.0;defesa
32;coreia_do_sul;76.5;ataque
27;coreia_do_sul;76.5;ataque
24;coreia_do_sul;74.0;ataque
26;coreia_do_sul;75.0;ataque
28;coreia_do_sul;76.0;defesa
30;coreia_do_sul;75.0;ataque
33;coreia_do_sul;75.0;defesa
21;coreia_do_sul;75.0;defesa
27;coreia_do_sul;74.5;ataque
23;coreia_do_sul;75.5;defesa
36;coreia_do_sul;72.5;defesa
28;coreia_do_sul;75.0;ataque
26;coreia_do_sul;72.0;defesa
22;coreia_do_sul;71.5;defesa
23;coreia_do_sul;71.5;defesa
23;coreia_do_sul;71.0;ataque
27;coreia_do_sul;71.0;defesa
22;coreia_do_sul;71.0;ataque
27;coreia_do_sul;70.5;defesa
20;coreia_do_sul;70.0;ataque
22;coreia_do_sul;70.5;defesa
25;coreia_do_sul;70.0;ataque
32;coreia_do_sul;71.0;ataque
33;coreia_do_sul;70.5;defesa
32;coreia_do_sul;70.5;ataque
35;coreia_do_sul;71.0;defesa
21;coreia_do_sul;70.5;defesa
24;coreia_do_sul;72.5;ataque
21;coreia_do_sul;68.5;ataque
20;coreia_do_sul;69.5;defesa
29;coreia_do_sul;69.5;ataque
21;coreia_do_sul;69.0;ataque
25;coreia_do_sul;69.5;defesa
26;coreia_do_sul;75.0;ataque
26;coreia_do_sul;69.5;defesa
33;coreia_do_sul;70.0;defesa
29;coreia_do_sul;69.5;ataque
30;coreia_do_sul;72.5;ataque
21;coreia_do_sul;68.0;defesa
24;coreia_do_sul;68.0;defesa
24;coreia_do_sul;69.0;defesa
25;coreia_do_sul;67.5;defesa
27;coreia_do_sul;68.0;ataque
28;coreia_do_sul;69.0;ataque
32;coreia_do_sul;68.5;defesa
32;coreia_do_sul;67.5;defesa
30;australia;82.0;ataque
27;australia;86.0;ataque
30;australia;83.5;ataque
26;australia;81.0;ataque
33;australia;82.0;defesa
26;australia;78.5;ataque
28;australia;82.0;defesa
30;australia;78.0;defesa
26;australia;80.0;ataque
30;australia;77.0;ataque
27;australia;77.5;ataque
26;australia;74.5;defesa
30;australia;73.0;defesa
34;australia;75.0;ataque
33;australia;74.0;defesa
27;australia;74.0;ataque
27;australia;72.5;defesa
32;australia;73.0;defesa
36;australia;71.5;defesa
23;australia;73.0;ataque
33;australia;75.0;defesa
27;australia;72.5;ataque
31;australia;75.5;ataque
25;australia;74.0;defesa
24;australia;73.0;ataque
21;australia;74.5;defesa
28;australia;67.5;ataque
25;australia;69.0;defesa
29;australia;67.5;ataque
27;australia;69.0;ataque
28;australia;67.0;defesa
25;australia;70.0;defesa
27;australia;67.0;ataque
28;australia;65.5;defesa
26;australia;70.5;defesa
22;australia;68.5;ataque
24;australia;70.5;ataque
27;australia;65.0;ataque
30;australia;64.0;defesa
26;australia;71.0;defesa
24;australia;63.5;defesa
30;australia;66.0;defesa
33;australia;68.5;ataque
25;australia;62.5;defesa
21;australia;63.5;defesa
25;australia;63.0;defesa
31;australia;64.0;defesa
21;australia;68.5;defesa
19;australia;69.0;defesa
27;australia;65.5;ataque
24;australia;63.5;ataque
23;australia;66.5;defesa
23;australia;64.0;defesa
23;australia;62.0;defesa
30;australia;60.0;defesa
27;australia;60.5;ataque
28;australia;59.0;defesa
21;australia;57.5;ataque
26;australia;59.5;ataque
24;australia;57.0;defesa
