idade;selecao;score;funcao
30;colombia;72.0;defesa
29;colombia;72.0;ataque
26;colombia;74.5;defesa
30;colombia;72.0;defesa
34;colombia;72.0;ataque
39;colombia;72.0;defesa
23;colombia;72.5;defesa
25;colombia;73.0;defesa
22;colombia;75.0;ataque
23;colombia;75.0;ataque
38;colombia;71.0;ataque
34;colombia;71.0;defesa
30;colombia;71.0;ataque
22;colombia;72.5;ataque
24;colombia;72.5;ataque
28;colombia;70.0;ataque
22;colombia;73.5;ataque
28;colombia;70.0;ataque
31;colombia;70.0;defesa
24;colombia;72.5;defesa
22;colombia;72.0;ataque
27;colombia;71.5;defesa
26;colombia;71.0;defesa
28;colombia;70.5;ataque
31;colombia;70.0;defesa
27;colombia;71.5;defesa
32;colombia;70.0;ataque
27;colombia;71.0;ataque
29;colombia;70.0;ataque
30;equador;80.0;ataque
30;equador;76.0;ataque
26;equador;77.0;ataque
27;equador;78.5;ataque
25;equador;76.5;ataque
24;equador;75.0;ataque
23;equador;75.0;ataque
30;equador;72.0;ataque
23;equador;73.5;ataque
20;equador;74.5;ataque
24;equador;72.0;ataque
20;equador;74.0;ataque
27;equador;71.0;ataque
28;equador;70.0;ataque
28;equador;70.5;defesa
26;equador;70.5;ataque
30;equador;68.0;defesa
28;equador;68.0;defesa
30;equador;68.0;defesa
29;equador;68.0;ataque
25;equador;69.5;ataque
29;equador;68.0;ataque
33;equador;68.0;defesa
31;equador;66.0;defesa
24;equador;67.0;defesa
21;equador;70.0;ataque
30;equador;66.0;ataque
25;equador;67.5;ataque
32;equador;66.0;ataque
36;equador;66.0;defesa
29;equador;65.0;ataque
30;equador;65.0;ataque
23;equador;66.5;defesa
23;equador;66.0;ataque
25;equador;65.5;ataque
32;equador;64.0;ataque
32;equador;64.0;defesa
23;equador;65.5;ataque
26;equador;65.0;ataque
28;equador;61.0;ataque
20;equador;65.0;ataque
24;equador;63.0;ataque
31;equador;60.0;defesa
18;equador;64.0;ataque
24;equador;57.5;defesa
19;equador;53.5;ataque
28;uruguai;89.0;ataque
28;uruguai;85.0;ataque
29;uruguai;84.0;defesa
29;uruguai;84.5;defesa
28;uruguai;81.0;defesa
31;uruguai;78.0;defesa
30;uruguai;78.0;ataque
29;uruguai;78.0;ataque
24;uruguai;79.0;ataque
26;uruguai;78.5;ataque
30;uruguai;76.0;ataque
31;uruguai;76.0;ataque
20;uruguai;80.0;defesa
28;uruguai;74.0;ataque
22;uruguai;77.0;ataque
27;uruguai;75.0;ataque
28;uruguai;74.0;ataque
30;uruguai;74.0;ataque
33;uruguai;74.0;ataque
29;uruguai;74.0;ataque
24;uruguai;75.5;ataque
22;uruguai;77.0;ataque
29;uruguai;73.0;ataque
27;uruguai;75.0;defesa
30;uruguai;73.0;defesa
25;uruguai;76.0;ataque
32;uruguai;73.0;defesa
32;uruguai;73.0;ataque
24;uruguai;74.5;ataque
29;uruguai;72.0;ataque
21;uruguai;76.0;ataque
30;uruguai;72.0;ataque
30;uruguai;72.0;defesa
31;uruguai;72.0;defesa
35;uruguai;72.0;ataque
34;uruguai;72.0;ataque
28;uruguai;71.0;ataque
29;uruguai;71.0;ataque
23;uruguai;74.5;ataque
24;uruguai;73.0;defesa
26;uruguai;74.0;ataque
29;uruguai;71.0;ataque
33;uruguai;70.0;defesa
26;uruguai;72.5;defesa
27;uruguai;71.0;defesa
28;uruguai;70.0;ataque
30;uruguai;70.0;ataque
35;uruguai;70.0;ataque
24;uruguai;72.0;ataque
22;uruguai;75.5;defesa
33;uruguai;69.0;ataque
31;uruguai;69.0;defesa
25;uruguai;71.0;defesa
25;uruguai;71.5;ataque
38;uruguai;69.0;ataque
32;uruguai;69.0;ataque
23;uruguai;71.5;ataque
26;uruguai;69.0;defesa
21;uruguai;71.5;defesa
27;uruguai;69.5;defesa
28;costa_rica;79.0;defesa
30;costa_rica;79.0;ataque
27;costa_rica;76.0;defesa
23;costa_rica;79.0;ataque
27;costa_rica;74.0;defesa
27;costa_rica;75.0;ataque
33;costa_rica;73.0;ataque
26;costa_rica;73.0;defesa
26;costa_rica;73.5;defesa
31;costa_rica;72.0;defesa
25;costa_rica;72.5;defesa
23;costa_rica;71.5;ataque
25;costa_rica;71.0;ataque
26;costa_rica;70.5;ataque
22;costa_rica;69.5;ataque
27;costa_rica;66.5;ataque
24;costa_rica;67.0;defesa
21;costa_rica;69.0;ataque
25;costa_rica;68.5;ataque
30;costa_rica;65.0;defesa
32;costa_rica;64.0;ataque
24;costa_rica;68.0;defesa
30;costa_rica;63.0;ataque
27;costa_rica;62.5;ataque
34;costa_rica;61.0;defesa
28;costa_rica;59.0;defesa
32;costa_rica;59.0;ataque
24;costa_rica;61.0;ataque
22;honduras;76.0;ataque
29;honduras;73.0;defesa
31;honduras;71.0;ataque
28;honduras;70.0;ataque
32;honduras;68.0;defesa
33;honduras;68.0;defesa
24;honduras;71.0;ataque
29;honduras;67.0;ataque
31;honduras;65.0;ataque
23;honduras;66.5;ataque
31;honduras;64.0;ataque
27;honduras;63.0;defesa
19;honduras;67.0;defesa
20;honduras;62.0;ataque
26;mexico;84.5;ataque
26;mexico;83.5;ataque
27;mexico;82.0;ataque
28;mexico;79.0;ataque
30;mexico;79.0;defesa
27;mexico;79.5;defesa
25;mexico;80.0;ataque
25;mexico;79.0;ataque
31;mexico;76.0;ataque
32;mexico;76.0;defesa
34;mexico;76.0;defesa
22;mexico;78.5;ataque
27;mexico;76.5;ataque
36;mexico;75.0;defesa
24;mexico;77.0;ataque
29;mexico;74.0;defesa
26;mexico;74.0;defesa
27;mexico;73.5;ataque
22;mexico;75.5;ataque
25;mexico;76.0;ataque
25;mexico;74.0;ataque
29;mexico;73.0;defesa
27;mexico;74.0;defesa
33;mexico;73.0;defesa
20;mexico;77.0;ataque
21;mexico;76.5;ataque
22;mexico;76.0;ataque
22;mexico;76.0;defesa
25;mexico;73.0;ataque
26;mexico;73.5;ataque
29;mexico;72.0;ataque
28;mexico;73.0;defesa
36;mexico;72.0;ataque
35;mexico;72.0;defesa
34;mexico;72.0;ataque
26;mexico;72.5;defesa
26;mexico;71.0;ataque
26;mexico;72.5;ataque
27;mexico;71.5;ataque
33;mexico;71.0;defesa
34;mexico;71.0;ataque
39;mexico;71.0;ataque
20;mexico;74.0;defesa
21;mexico;73.5;defesa
24;mexico;71.5;ataque
26;mexico;70.0;defesa
26;mexico;72.0;defesa
27;mexico;70.5;defesa
30;mexico;70.0;ataque
32;mexico;70.0;defesa
32;mexico;70.0;ataque
35;mexico;70.0;defesa
24;mexico;72.0;ataque
23;mexico;72.0;ataque
22;mexico;71.5;ataque
25;mexico;70.0;defesa
26;mexico;70.5;defesa
27;mexico;70.0;ataque
26;mexico;71.0;defesa
27;mexico;69.5;ataque
32;estados_unidos;81.0;ataque
36;estados_unidos;79.0;defesa
31;estados_unidos;78.0;defesa
28;estados_unidos;80.0;ataque
33;estados_unidos;76.0;ataque
36;estados_unidos;76.0;defesa
27;estados_unidos;75.5;ataque
28;estados_unidos;75.0;ataque
26;estados_unidos;76.0;defesa
30;estados_unidos;74.0;defesa
28;estados_unidos;74.5;ataque
25;estados_unidos;75.5;ataque
24;estados_unidos;75.0;ataque
28;estados_unidos;73.0;defesa
30;estados_unidos;73.0;ataque
33;estados_unidos;73.0;ataque
22;estados_unidos;77.0;defesa
25;estados_unidos;74.0;ataque
24;estados_unidos;74.5;defesa
29;estados_unidos;72.0;defesa
24;estados_unidos;73.0;ataque
29;estados_unidos;71.0;defesa
29;estados_unidos;71.0;ataque
26;estados_unidos;72.0;defesa
24;estados_unidos;74.0;ataque
28;estados_unidos;72.5;ataque
32;estados_unidos;71.0;ataque
24;estados_unidos;72.5;ataque
25;estados_unidos;71.0;defesa
26;estados_unidos;73.5;defesa
31;estados_unidos;71.0;defesa
30;estados_unidos;70.0;ataque
32;estados_unidos;70.0;ataque
31;estados_unidos;70.0;defesa
33;estados_unidos;70.0;ataque
22;estados_unidos;73.5;defesa
25;estados_unidos;71.0;ataque
26;estados_unidos;70.5;ataque
25;estados_unidos;70.0;ataque
28;estados_unidos;70.5;defesa
26;estados_unidos;70.5;ataque
22;estados_unidos;73.0;ataque
33;estados_unidos;69.0;defesa
34;estados_unidos;69.0;defesa
31;estados_unidos;69.0;ataque
30;estados_unidos;69.0;ataque
24;estados_unidos;71.5;defesa
23;estados_unidos;72.0;ataque
23;estados_unidos;71.5;defesa
23;estados_unidos;72.0;defesa
23;estados_unidos;72.5;ataque
25;estados_unidos;70.0;ataque
30;estados_unidos;68.0;ataque
26;estados_unidos;70.5;defesa
29;estados_unidos;68.0;ataque
27;estados_unidos;69.0;defesa
28;estados_unidos;68.0;defesa
31;estados_unidos;68.0;defesa
31;estados_unidos;68.0;defesa
29;estados_unidos;68.0;ataque
25;argelia;84.0;ataque
25;argelia;82.0;ataque
27;argelia;78.0;ataque
23;argelia;77.5;defesa
25;argelia;77.0;ataque
24;argelia;77.5;defesa
20;argelia;79.5;ataque
23;argelia;76.0;ataque
25;argelia;76.5;ataque
31;argelia;74.0;ataque
26;argelia;74.0;defesa
27;argelia;72.5;defesa
31;argelia;72.0;ataque
30;argelia;72.0;defesa
30;argelia;71.0;ataque
32;argelia;71.0;ataque
23;argelia;74.0;ataque
24;argelia;72.0;ataque
30;argelia;70.0;ataque
30;argelia;70.0;ataque
26;argelia;70.0;ataque
29;argelia;69.0;ataque
28;argelia;68.0;ataque
26;argelia;69.5;ataque
23;argelia;69.5;ataque
24;argelia;68.5;ataque
29;argelia;67.0;ataque
23;argelia;70.5;defesa
30;argelia;66.0;ataque
30;argelia;64.0;defesa
23;argelia;68.5;ataque
25;argelia;66.0;defesa
32;argelia;64.0;defesa
29;argelia;64.0;defesa
33;argelia;63.0;defesa
21;argelia;67.0;ataque
21;argelia;66.0;ataque
24;argelia;64.5;ataque
22;argelia;64.0;ataque
20;argelia;66.0;defesa
22;argelia;65.5;ataque
24;argelia;63.0;ataque
23;argelia;62.0;ataque
20;argelia;64.0;ataque
23;argelia;63.0;ataque
18;argelia;61.0;ataque
34;camaroes;81.0;ataque
28;camaroes;80.0;ataque
25;camaroes;80.5;defesa
26;camaroes;80.5;ataque
24;camaroes;79.5;defesa
30;camaroes;78.0;defesa
23;camaroes;79.5;ataque
27;camaroes;76.5;defesa
26;camaroes;76.5;defesa
29;camaroes;75.0;ataque
29;camaroes;75.0;defesa
31;camaroes;75.0;defesa
33;camaroes;75.0;ataque
31;camaroes;75.0;defesa
26;camaroes;75.0;ataque
29;camaroes;74.0;defesa
32;camaroes;73.0;ataque
28;camaroes;72.0;ataque
29;camaroes;71.0;ataque
31;camaroes;71.0;ataque
27;camaroes;73.0;defesa
29;camaroes;71.0;defesa
24;camaroes;72.5;defesa
26;camaroes;72.0;defesa
29;camaroes;70.0;defesa
32;camaroes;70.0;defesa
26;camaroes;71.0;ataque
29;camaroes;69.0;defesa
23;camaroes;72.5;ataque
25;camaroes;70.5;ataque
29;camaroes;68.0;ataque
29;camaroes;68.0;defesa
20;camaroes;71.5;ataque
22;camaroes;73.0;ataque
31;camaroes;67.0;defesa
28;camaroes;67.0;ataque
33;camaroes;67.0;ataque
21;camaroes;70.5;defesa
25;camaroes;68.5;ataque
29;camaroes;66.0;ataque
32;camaroes;66.0;ataque
30;camaroes;66.0;defesa
19;camaroes;71.0;ataque
28;camaroes;65.0;ataque
20;camaroes;69.5;defesa
20;camaroes;71.0;ataque
24;camaroes;69.5;ataque
26;camaroes;66.0;ataque
27;camaroes;67.0;ataque
24;camaroes;67.5;defesa
24;camaroes;68.0;ataque
22;camaroes;69.0;defesa
28;camaroes;65.5;defesa
28;camaroes;64.0;defesa
26;camaroes;64.5;ataque
26;camaroes;66.5;defesa
34;camaroes;64.0;defesa
19;camaroes;71.0;defesa
23;camaroes;65.5;defesa
27;camaroes;64.0;ataque
32;costa_do_marfim;85.0;ataque
26;costa_do_marfim;82.5;ataque
28;costa_do_marfim;81.0;ataque
37;costa_do_marfim;81.0;ataque
27;costa_do_marfim;81.0;ataque
29;costa_do_marfim;78.0;ataque
30;costa_do_marfim;78.0;ataque
22;costa_do_marfim;79.5;ataque
27;costa_do_marfim;78.0;ataque
34;costa_do_marfim;77.0;defesa
25;costa_do_marfim;77.5;ataque
31;costa_do_marfim;76.0;ataque
31;costa_do_marfim;76.0;ataque
24;costa_do_marfim;75.5;ataque
32;costa_do_marfim;74.0;ataque
32;costa_do_marfim;74.0;defesa
28;costa_do_marfim;73.0;ataque
33;costa_do_marfim;73.0;ataque
28;costa_do_marfim;73.5;defesa
30;costa_do_marfim;72.0;ataque
25;costa_do_marfim;74.5;defesa
26;costa_do_marfim;73.5;defesa
26;costa_do_marfim;74.5;ataque
23;costa_do_marfim;74.0;ataque
22;costa_do_marfim;73.5;ataque
25;costa_do_marfim;74.0;defesa
30;costa_do_marfim;71.0;defesa
21;costa_do_marfim;75.0;defesa
24;costa_do_marfim;72.0;ataque
25;costa_do_marfim;71.5;ataque
25;costa_do_marfim;72.5;ataque
34;costa_do_marfim;70.0;ataque
34;costa_do_marfim;70.0;defesa
27;costa_do_marfim;69.0;ataque
33;costa_do_marfim;69.0;ataque
30;costa_do_marfim;69.0;ataque
35;costa_do_marfim;69.0;defesa
22;costa_do_marfim;72.0;defesa
23;costa_do_marfim;71.5;ataque
23;costa_do_marfim;72.0;ataque
25;costa_do_marfim;71.0;ataque
22;costa_do_marfim;72.0;ataque
25;costa_do_marfim;69.0;ataque
32;costa_do_marfim;68.0;defesa
24;costa_do_marfim;69.0;defesa
28;costa_do_marfim;68.0;defesa
22;costa_do_marfim;70.5;defesa
23;costa_do_marfim;69.5;ataque
26;costa_do_marfim;70.0;ataque
27;costa_do_marfim;68.0;ataque
22;costa_do_marfim;69.0;ataque
24;costa_do_marfim;69.0;ataque
23;costa_do_marfim;70.0;defesa
25;costa_do_marfim;68.0;defesa
32;costa_do_marfim;66.0;ataque
33;costa_do_marfim;66.0;defesa
21;costa_do_marfim;71.0;ataque
29;costa_do_marfim;65.0;defesa
27;costa_do_marfim;66.5;ataque
31;costa_do_marfim;65.0;ataque
26;gana;81.0;ataque
25;gana;80.5;ataque
28;gana;80.0;ataque
23;gana;78.5;ataque
20;gana;79.0;ataque
21;gana;78.5;ataque
23;gana;76.0;ataque
25;gana;75.5;ataque
24;gana;75.0;ataque
31;gana;73.0;ataque
32;gana;73.0;ataque
27;gana;73.5;defesa
23;gana;74.5;ataque
23;gana;76.0;ataque
24;gana;74.0;ataque
24;gana;73.5;defesa
21;gana;74.5;ataque
24;gana;74.5;ataque
23;gana;74.5;ataque
24;gana;72.5;ataque
27;gana;71.0;ataque
29;gana;71.0;ataque
32;gana;71.0;ataque
22;gana;73.0;ataque
20;gana;74.0;ataque
22;gana;73.5;ataque
20;gana;75.5;ataque
22;gana;73.5;ataque
30;gana;69.0;ataque
29;gana;69.0;defesa
25;gana;72.0;ataque
29;gana;69.0;ataque
22;gana;71.5;defesa
22;gana;69.5;ataque
23;gana;71.5;defesa
28;gana;69.5;defesa
23;gana;71.0;ataque
22;gana;71.0;ataque
27;gana;69.0;defesa
19;gana;73.0;ataque
21;gana;71.0;ataque
20;gana;71.5;ataque
22;gana;70.5;ataque
24;gana;68.0;ataque
22;gana;70.5;ataque
29;gana;66.0;defesa
27;gana;67.5;defesa
22;gana;69.0;ataque
23;gana;67.5;defesa
25;gana;67.0;defesa
25;gana;66.0;ataque
29;gana;65.0;ataque
25;gana;66.0;defesa
19;gana;70.5;ataque
27;gana;64.5;defesa
22;gana;67.0;ataque
23;gana;66.0;ataque
26;gana;64.5;ataque
25;gana;66.0;ataque
28;gana;64.0;ataque
33;nigeria;81.0;defesa
28;nigeria;78.0;defesa
31;nigeria;78.0;ataque
30;nigeria;78.0;ataque
22;nigeria;78.5;ataque
28;nigeria;75.0;ataque
26;nigeria;76.5;ataque
24;nigeria;77.0;ataque
21;nigeria;78.0;ataque
22;nigeria;77.0;ataque
24;nigeria;76.0;ataque
32;nigeria;74.0;ataque
27;nigeria;74.5;defesa
34;nigeria;73.0;ataque
27;nigeria;72.0;ataque
33;nigeria;72.0;ataque
20;nigeria;77.0;ataque
22;nigeria;75.5;ataque
26;nigeria;73.0;ataque
29;nigeria;71.0;ataque
22;nigeria;73.5;ataque
22;nigeria;74.5;ataque
25;nigeria;73.0;ataque
29;nigeria;70.0;ataque
29;nigeria;70.0;defesa
21;nigeria;74.0;defesa
21;nigeria;73.5;defesa
29;nigeria;69.0;ataque
29;nigeria;69.0;ataque
30;nigeria;69.0;defesa
32;nigeria;69.0;ataque
30;nigeria;69.0;ataque
33;nigeria;69.0;ataque
22;nigeria;70.5;ataque
23;nigeria;71.5;ataque
24;nigeria;71.5;ataque
27;nigeria;68.5;ataque
26;nigeria;69.0;defesa
26;nigeria;69.5;ataque
26;nigeria;68.5;ataque
27;nigeria;69.0;ataque
23;nigeria;69.5;ataque
22;nigeria;70.5;defesa
23;nigeria;70.5;defesa
25;nigeria;69.0;ataque
26;nigeria;68.5;ataque
27;nigeria;69.0;defesa
35;nigeria;67.0;defesa
24;nigeria;68.5;ataque
25;nigeria;70.0;defesa
24;nigeria;69.0;ataque
25;nigeria;67.5;ataque
24;nigeria;68.5;defesa
34;nigeria;66.0;defesa
25;nigeria;68.5;defesa
28;nigeria;66.5;ataque
26;nigeria;65.5;ataque
26;nigeria;65.0;ataque
29;nigeria;65.0;ataque
27;nigeria;65.5;ataque
34;ira;75.0;ataque
28;ira;67.5;defesa
25;ira;68.5;ataque
27;ira;67.0;defesa
27;ira;64.0;defesa
20;ira;71.0;ataque
26;japao;83.0;ataque
29;japao;77.0;ataque
29;japao;77.0;ataque
27;japao;76.5;defesa
25;japao;77.0;ataque
31;japao;74.0;ataque
28;japao;73.0;ataque
27;japao;75.0;ataque
28;japao;73.5;ataque
25;japao;74.0;ataque
24;japao;74.0;defesa
27;japao;73.0;defesa
25;japao;74.5;ataque
29;japao;72.0;defesa
32;japao;71.0;defesa
26;japao;71.5;ataque
24;japao;73.0;ataque
23;japao;72.5;ataque
21;japao;72.0;ataque
22;japao;72.5;ataque
29;japao;68.0;ataque
25;japao;69.5;ataque
22;japao;70.0;ataque
30;japao;66.0;ataque
30;japao;66.0;ataque
35;japao;66.0;ataque
26;japao;67.0;ataque
29;japao;64.0;ataque
25;japao;65.0;ataque
32;japao;63.0;ataque
20;japao;67.5;ataque
29;japao;61.0;defesa
19;japao;67.0;ataque
26;japao;58.0;ataque
36;coreia_do_sul;78.0;ataque
23;coreia_do_sul;79.5;ataque
24;coreia_do_sul;77.0;defesa
26;coreia_do_sul;76.5;ataque
26;coreia_do_sul;75.5;ataque
27;coreia_do_sul;74.0;ataque
28;coreia_do_sul;74.0;defesa
34;coreia_do_sul;72.0;defesa
27;coreia_do_sul;73.5;ataque
23;coreia_do_sul;74.0;defesa
26;coreia_do_sul;74.0;defesa
24;coreia_do_sul;73.5;ataque
25;coreia_do_sul;73.0;ataque
32;coreia_do_sul;71.0;ataque
33;coreia_do_sul;71.0;ataque
27;coreia_do_sul;71.5;ataque
28;coreia_do_sul;72.5;defesa
25;coreia_do_sul;72.0;defesa
30;coreia_do_sul;70.0;defesa
24;coreia_do_sul;73.0;ataque
24;coreia_do_sul;72.0;ataque
26;coreia_do_sul;70.5;ataque
30;coreia_do_sul;69.0;ataque
30;coreia_do_sul;69.0;defesa
35;coreia_do_sul;69.0;ataque
35;coreia_do_sul;69.0;defesa
45;coreia_do_sul;69.0;defesa
24;coreia_do_sul;70.0;ataque
25;coreia_do_sul;71.0;ataque
26;coreia_do_sul;70.5;defesa
29;coreia_do_sul;68.0;ataque
28;coreia_do_sul;70.0;ataque
28;coreia_do_sul;68.5;defesa
32;coreia_do_sul;68.0;defesa
34;coreia_do_sul;68.0;ataque
26;coreia_do_sul;69.0;ataque
23;coreia_do_sul;70.0;ataque
25;coreia_do_sul;67.5;ataque
28;coreia_do_sul;67.0;defesa
24;coreia_do_sul;68.0;ataque
29;coreia_do_sul;67.0;ataque
29;coreia_do_sul;67.0;ataque
28;coreia_do_sul;68.5;ataque
32;coreia_do_sul;67.0;ataque
34;coreia_do_sul;67.0;ataque
33;coreia_do_sul;67.0;defesa
33;coreia_do_sul;67.0;defesa
24;coreia_do_sul;70.5;ataque
26;coreia_do_sul;68.5;defesa
23;coreia_do_sul;69.0;ataque
27;coreia_do_sul;67.0;defesa
28;coreia_do_sul;66.5;ataque
27;coreia_do_sul;67.5;ataque
35;coreia_do_sul;66.0;defesa
28;coreia_do_sul;66.0;ataque
29;coreia_do_sul;66.0;ataque
32;coreia_do_sul;66.0;defesa
27;coreia_do_sul;67.0;ataque
30;coreia_do_sul;66.0;defesa
30;coreia_do_sul;66.0;ataque
23;australia;78.5;defesa
31;australia;75.0;ataque
26;australia;75.5;ataque
23;australia;75.0;ataque
27;australia;74.5;defesa
35;australia;73.0;ataque
42;australia;73.0;defesa
23;australia;74.5;defesa
24;australia;73.5;ataque
30;australia;72.0;defesa
33;australia;72.0;defesa
27;australia;73.5;defesa
27;australia;72.0;ataque
33;australia;70.0;defesa
32;australia;69.0;ataque
24;australia;70.5;ataque
26;australia;69.5;ataque
26;australia;69.0;ataque
26;australia;69.0;ataque
26;australia;69.0;defesa
28;australia;68.0;ataque
30;australia;68.0;defesa
32;australia;68.0;ataque
22;australia;72.0;ataque
22;australia;71.0;ataque
24;australia;70.0;defesa
26;australia;69.5;defesa
27;australia;70.0;ataque
31;australia;67.0;defesa
27;australia;68.5;defesa
34;australia;67.0;defesa
24;australia;69.5;ataque
25;australia;69.0;ataque
25;australia;69.0;defesa
34;australia;66.0;defesa
22;australia;67.5;ataque
23;australia;69.5;ataque
28;australia;67.0;ataque
29;australia;65.0;defesa
30;australia;65.0;defesa
26;australia;66.5;ataque
33;australia;65.0;defesa
24;australia;66.0;defesa
24;australia;68.0;ataque
21;australia;70.0;ataque
33;australia;64.0;defesa
23;australia;67.5;defesa
28;australia;64.0;ataque
28;australia;64.5;defesa
34;australia;64.0;defesa
27;australia;65.0;ataque
32;australia;64.0;defesa
29;australia;64.0;ataque
40;australia;64.0;defesa
23;australia;65.0;ataque
28;australia;64.0;defesa
23;australia;64.5;ataque
21;australia;66.5;ataque
24;australia;66.0;defesa
22;australia;67.0;ataque
